C_NAME,TOTAL_SALES
Customer#000126476,1491660.26
Customer#000024397,1491659.45
Customer#000098323,1491608.57
Customer#000142019,1491441.02
Customer#000047357,1491399.79
Customer#000014390,1491327.37
Customer#000074054,1491306.17
Customer#000014096,1491239.82
Customer#000023429,1491226.48
Customer#000102920,1491215.07
Customer#000016754,1491193.68
Customer#000110474,1491190.88
Customer#000055790,1491180.19
Customer#000065903,1491076.28
Customer#000080489,1491024.96
Customer#000095234,1491024.82
Customer#000114608,1491013.70
Customer#000080888,1491001.52
Customer#000018788,1491000.42
Customer#000045110,1491000.01
Customer#000092798,1490945.13
Customer#000120611,1490921.92
Customer#000020249,1490904.45
Customer#000086729,1490852.00
Customer#000039917,1490847.38
Customer#000083183,1490803.19
Customer#000108806,1490793.31
Customer#000115961,1490658.94
Customer#000095303,1490614.26
Customer#000122360,1490613.18
Customer#000140375,1490605.62
Customer#000078236,1490542.63
Customer#000027308,1490505.34
Customer#000072617,1490487.80
Customer#000026378,1490441.76
Customer#000004373,1490409.32
Customer#000083363,1490404.27
Customer#000082367,1490390.65
Customer#000074549,1490390.34
Customer#000042863,1490384.24
Customer#000092441,1490381.76
Customer#000131528,1490347.08
Customer#000006089,1490331.75
Customer#000134042,1490300.45
Customer#000033544,1490283.88
Customer#000044765,1490213.83
Customer#000090137,1490175.98
Customer#000015974,1490172.26
Customer#000007337,1490170.38
Customer#000041879,1490149.89
Customer#000013583,1490071.52
Customer#000106619,1490005.79
Customer#000102032,1489933.54
Customer#000092609,1489906.94
Customer#000068270,1489827.52
Customer#000038639,1489820.74
Customer#000055202,1489815.21
Customer#000130403,1489790.14
Customer#000078758,1489771.44
Customer#000049688,1489758.79
Customer#000089009,1489745.14
Customer#000088151,1489733.21
Customer#000055370,1489686.92
Customer#000040337,1489644.36
Customer#000085877,1489620.95
Customer#000022190,1489614.62
Customer#000141782,1489572.64
Customer#000000181,1489564.74
Customer#000000347,1489552.10
Customer#000144371,1489460.82
Customer#000103574,1489433.29
Customer#000012740,1489432.90
Customer#000062372,1489375.40
Customer#000022286,1489335.31
Customer#000077936,1489319.07
Customer#000097193,1489297.82
Customer#000014720,1489252.76
Customer#000026789,1489250.27
Customer#000020105,1489139.28
Customer#000059693,1489065.78
Customer#000056960,1489003.53
Customer#000090188,1488998.50
Customer#000074870,1488975.16
Customer#000027533,1488951.18
Customer#000086402,1488948.75
Customer#000085118,1488907.69
Customer#000055889,1488874.32
Customer#000130256,1488870.77
Customer#000008333,1488862.66
Customer#000098315,1488855.57
Customer#000087035,1488841.39
Customer#000130601,1488839.69
Customer#000079718,1488838.66
Customer#000049697,1488837.32
Customer#000093464,1488833.94
Customer#000044012,1488769.47
Customer#000021854,1488765.54
Customer#000117476,1488745.05
Customer#000123505,1488736.90
Customer#000075011,1488704.96
Customer#000061076,1488704.51
Customer#000110660,1488691.50
Customer#000052640,1488610.88
Customer#000086771,1488609.40
Customer#000112823,1488586.64
Customer#000116537,1488552.88
Customer#000044117,1488552.46
Customer#000126653,1488475.74
Customer#000037837,1488466.25
Customer#000100268,1488442.39
Customer#000020852,1488410.17
Customer#000047719,1488374.89
Customer#000024703,1488365.63
Customer#000103100,1488348.39
Customer#000015167,1488301.34
Customer#000071762,1488292.72
Customer#000022531,1488236.66
Customer#000011138,1488205.80
Customer#000004619,1488137.52
Customer#000136409,1488123.75
Customer#000044606,1488119.07
Customer#000008390,1488083.11
Customer#000038384,1488080.44
Customer#000126377,1488075.58
Customer#000129950,1488074.62
Customer#000055085,1488064.37
Customer#000010108,1488061.38
Customer#000027137,1488048.60
Customer#000009230,1488048.42
Customer#000016072,1488038.05
Customer#000004321,1487993.41
Customer#000131123,1487992.28
Customer#000138040,1487985.46
Customer#000038162,1487962.65
Customer#000089741,1487941.69
Customer#000119825,1487935.44
Customer#000128699,1487909.12
Customer#000012674,1487860.29
Customer#000086522,1487824.50
Customer#000138194,1487816.28
Customer#000145844,1487808.16
Customer#000017909,1487796.37
Customer#000067364,1487746.61
Customer#000145640,1487725.68
Customer#000003041,1487685.33
Customer#000123722,1487640.19
Customer#000147095,1487616.62
Customer#000020711,1487595.10
Customer#000106958,1487567.36
Customer#000074654,1487551.66
Customer#000045542,1487537.40
Customer#000112757,1487522.68
Customer#000012632,1487513.28
Customer#000008198,1487513.02
Customer#000057803,1487471.27
Customer#000127748,1487434.40
Customer#000072851,1487398.60
Customer#000000953,1487361.58
Customer#000077552,1487354.01
Customer#000068795,1487323.39
Customer#000057338,1487323.18
Customer#000103388,1487322.56
Customer#000082358,1487296.25
Customer#000075884,1487206.68
Customer#000008435,1487153.73
Customer#000068297,1487116.87
Customer#000014960,1487078.45
Customer#000054491,1487078.30
Customer#000132983,1487070.34
Customer#000131266,1487068.01
Customer#000072977,1487051.78
Customer#000025904,1487049.90
Customer#000021992,1487003.70
Customer#000092522,1486975.29
Customer#000069872,1486945.25
Customer#000121580,1486917.00
Customer#000120506,1486909.40
Customer#000071224,1486904.36
Customer#000044471,1486904.21
Customer#000038714,1486852.32
Customer#000035513,1486847.84
Customer#000129560,1486816.27
Customer#000005681,1486809.98
Customer#000007028,1486731.05
Customer#000080516,1486711.53
Customer#000110243,1486680.12
Customer#000098645,1486657.18
Customer#000120353,1486646.70
Customer#000071588,1486584.32
Customer#000069248,1486427.03
Customer#000015140,1486396.11
Customer#000082220,1486372.49
Customer#000130163,1486305.22
Customer#000007976,1486298.65
Customer#000067949,1486273.10
Customer#000057797,1486262.52
Customer#000102041,1486260.64
Customer#000084434,1486244.19
Customer#000022418,1486137.77
Customer#000067595,1486044.71
Customer#000123893,1486041.58
Customer#000073019,1486037.75
Customer#000063038,1486030.58
Customer#000105581,1485890.42
Customer#000121802,1485888.22
Customer#000044498,1485809.55
Customer#000142970,1485801.70
Customer#000098978,1485774.62
Customer#000100169,1485711.85
Customer#000070394,1485710.62
Customer#000029822,1485695.79
Customer#000005618,1485684.19
Customer#000102350,1485681.24
Customer#000110938,1485668.55
Customer#000033076,1485641.06
Customer#000007274,1485604.15
Customer#000043304,1485603.05
Customer#000037700,1485496.06
Customer#000127048,1485494.40
Customer#000034418,1485469.75
Customer#000035402,1485469.63
Customer#000049505,1485442.67
Customer#000007208,1485431.91
Customer#000004501,1485421.14
Customer#000101060,1485395.37
Customer#000106445,1485375.71
Customer#000076889,1485368.01
Customer#000014570,1485358.42
Customer#000057263,1485249.13
Customer#000136286,1485188.04
Customer#000000833,1485168.06
Customer#000110372,1485163.31
Customer#000081457,1485159.20
Customer#000146264,1485076.77
Customer#000049780,1485011.61
Customer#000034805,1484989.81
Customer#000003023,1484975.88
Customer#000080831,1484953.28
Customer#000005267,1484943.75
Customer#000143443,1484885.58
Customer#000020857,1484865.63
Customer#000142283,1484839.32
Customer#000040703,1484813.82
Customer#000056660,1484783.22
Customer#000041294,1484759.05
Customer#000143684,1484753.03
Customer#000141014,1484752.56
Customer#000111751,1484689.63
Customer#000055687,1484671.45
Customer#000057245,1484670.49
Customer#000110000,1484643.79
Customer#000131156,1484606.01
Customer#000090566,1484602.10
Customer#000138554,1484502.51
Customer#000000803,1484487.71
Customer#000108506,1484460.43
Customer#000113687,1484405.61
Customer#000106202,1484397.10
Customer#000004025,1484370.56
Customer#000113033,1484368.35
Customer#000123806,1484367.15
Customer#000143489,1484354.71
Customer#000012004,1484351.12
Customer#000040925,1484343.26
Customer#000062354,1484275.12
Customer#000026711,1484260.07
Customer#000062513,1484258.13
Customer#000143639,1484235.70
Customer#000102875,1484217.75
Customer#000096374,1484184.81
Customer#000075086,1484182.82
Customer#000135389,1484178.15
Customer#000004822,1484175.54
Customer#000065555,1484164.19
Customer#000114761,1484126.23
Customer#000084134,1484022.99
Customer#000144815,1484019.99
Customer#000021584,1483993.65
Customer#000098522,1483989.16
Customer#000100028,1483961.12
Customer#000076451,1483957.50
Customer#000079103,1483957.31
Customer#000039236,1483949.22
Customer#000147995,1483938.98
Customer#000145910,1483921.16
Customer#000119957,1483875.81
Customer#000137465,1483858.90
Customer#000094049,1483844.97
Customer#000009650,1483790.19
Customer#000038060,1483784.06
Customer#000017879,1483768.43
Customer#000143336,1483717.67
Customer#000103628,1483680.06
Customer#000032225,1483653.07
Customer#000140495,1483647.43
Customer#000077045,1483627.01
Customer#000031910,1483615.45
Customer#000026978,1483480.83
Customer#000107428,1483398.31
Customer#000107942,1483387.74
Customer#000077807,1483379.45
Customer#000039185,1483319.44
Customer#000023582,1483289.08
Customer#000053549,1483279.30
Customer#000052790,1483257.15
Customer#000058067,1483177.87
Customer#000040835,1483170.62
Customer#000092021,1483168.38
Customer#000062441,1483166.46
Customer#000096392,1483150.49
Customer#000007166,1483106.26
Customer#000042128,1483091.30
Customer#000079256,1483086.92
Customer#000132749,1483072.67
Customer#000081134,1483056.59
Customer#000038477,1482872.98
Customer#000022415,1482866.96
Customer#000021692,1482860.68
Customer#000018644,1482858.51
Customer#000088249,1482833.85
Customer#000031190,1482829.80
Customer#000136370,1482829.57
Customer#000068363,1482765.92
Customer#000127406,1482760.37
Customer#000005375,1482740.66
Customer#000107939,1482731.84
Customer#000118226,1482654.12
Customer#000030224,1482650.26
Customer#000011546,1482641.22
Customer#000049909,1482635.84
Customer#000026117,1482628.65
Customer#000131990,1482560.79
Customer#000037934,1482528.70
Customer#000126950,1482512.70
Customer#000066902,1482509.95
Customer#000132934,1482498.92
Customer#000042821,1482498.68
Customer#000093452,1482464.36
Customer#000119426,1482461.92
Customer#000000278,1482417.46
Customer#000041939,1482415.77
Customer#000108386,1482410.93
Customer#000123116,1482399.48
Customer#000099473,1482381.63
Customer#000001403,1482374.35
Customer#000145922,1482373.63
Customer#000145582,1482371.15
Customer#000090115,1482340.85
Customer#000017321,1482331.04
Customer#000137738,1482314.35
Customer#000133532,1482303.88
Customer#000087899,1482302.67
Customer#000117773,1482292.08
Customer#000142214,1482277.27
Customer#000054395,1482268.82
Customer#000093875,1482243.04
Customer#000090065,1482175.36
Customer#000085451,1482115.73
Customer#000095015,1482098.83
Customer#000077183,1482090.90
Customer#000140285,1482078.16
Customer#000077597,1482072.00
Customer#000029930,1482038.84
Customer#000119087,1482027.59
Customer#000014150,1482007.87
Customer#000048614,1482004.25
Customer#000008861,1481987.08
Customer#000113153,1481983.65
Customer#000105002,1481929.85
Customer#000019637,1481925.05
Customer#000092753,1481924.83
Customer#000047759,1481915.26
Customer#000067082,1481907.36
Customer#000132380,1481861.21
Customer#000018614,1481827.92
Customer#000105335,1481826.38
Customer#000063653,1481810.17
Customer#000093491,1481792.44
Customer#000084275,1481773.78
Customer#000064337,1481755.87
Customer#000148022,1481745.63
Customer#000085274,1481730.44
Customer#000130718,1481724.74
Customer#000026126,1481719.64
Customer#000114134,1481660.13
Customer#000050423,1481602.95
Customer#000040694,1481593.27
Customer#000005657,1481564.23
Customer#000019832,1481531.52
Customer#000094265,1481530.16
Customer#000016529,1481521.25
Customer#000048905,1481513.33
Customer#000091670,1481472.54
Customer#000016700,1481448.54
Customer#000028994,1481433.86
Customer#000066305,1481430.70
Customer#000025391,1481422.19
Customer#000093635,1481404.39
Customer#000068041,1481391.76
Customer#000022022,1481358.33
Customer#000062219,1481357.52
Customer#000019151,1481346.60
Customer#000020365,1481336.37
Customer#000133469,1481194.69
Customer#000003824,1481151.06
Customer#000129371,1481146.96
Customer#000146564,1481094.32
Customer#000072053,1481081.59
Customer#000135386,1481049.45
Customer#000011984,1481022.07
Customer#000000449,1480990.17
Customer#000144137,1480942.97
Customer#000096593,1480931.47
Customer#000051214,1480906.94
Customer#000060038,1480906.46
Customer#000015371,1480904.63
Customer#000011861,1480897.97
Customer#000063325,1480891.08
Customer#000099293,1480821.24
Customer#000061718,1480818.73
Customer#000018479,1480806.44
Customer#000021182,1480748.69
Customer#000070088,1480681.12
Customer#000009917,1480653.19
Customer#000141506,1480652.87
Customer#000117341,1480582.86
Customer#000021401,1480571.98
Customer#000108404,1480566.26
Customer#000008372,1480531.91
Customer#000136520,1480517.48
Customer#000014849,1480487.66
Customer#000077291,1480461.48
Customer#000038945,1480457.86
Customer#000125657,1480406.75
Customer#000112808,1480402.25
Customer#000054023,1480392.82
Customer#000017918,1480391.14
Customer#000108313,1480387.45
Customer#000077540,1480314.08
Customer#000108452,1480309.98
Customer#000149563,1480290.96
Customer#000144902,1480259.64
Customer#000143111,1480220.93
Customer#000009803,1480211.34
Customer#000091478,1480145.55
Customer#000009071,1480131.71
Customer#000028205,1480125.38
Customer#000087572,1480118.47
Customer#000020647,1480116.30
Customer#000116390,1480098.12
Customer#000040838,1480088.15
Customer#000095992,1480081.95
Customer#000138698,1480081.89
Customer#000020968,1480028.72
Customer#000081881,1480028.47
Customer#000112787,1480022.87
Customer#000142625,1479986.08
Customer#000096985,1479969.67
Customer#000032000,1479935.13
Customer#000126302,1479919.25
Customer#000135071,1479878.16
Customer#000108824,1479831.24
Customer#000136508,1479802.10
Customer#000068125,1479800.39
Customer#000128783,1479784.45
Customer#000122867,1479780.27
Customer#000008453,1479770.11
Customer#000054359,1479753.14
Customer#000101036,1479747.70
Customer#000015578,1479725.55
Customer#000005948,1479639.29
Customer#000063908,1479635.78
Customer#000145856,1479620.08
Customer#000047402,1479600.36
Customer#000116612,1479594.79
Customer#000081281,1479536.25
Customer#000149993,1479518.11
Customer#000090464,1479497.01
Customer#000002555,1479491.03
Customer#000106421,1479482.17
Customer#000119159,1479479.02
Customer#000070277,1479454.31
Customer#000144149,1479422.24
Customer#000015476,1479398.17
Customer#000035426,1479378.82
Customer#000023894,1479375.23
Customer#000119750,1479338.47
Customer#000011588,1479324.24
Customer#000084167,1479292.71
Customer#000141905,1479262.11
Customer#000097130,1479261.53
Customer#000119611,1479259.02
Customer#000126887,1479240.41
Customer#000087647,1479196.91
Customer#000024862,1479149.89
Customer#000059165,1479149.41
Customer#000001100,1479091.26
Customer#000092717,1479021.60
Customer#000123854,1478988.46
Customer#000069593,1478921.55
Customer#000089879,1478908.31
Customer#000083543,1478906.27
Customer#000132107,1478903.07
Customer#000051560,1478892.14
Customer#000005714,1478882.87
Customer#000100643,1478833.68
Customer#000067757,1478833.34
Customer#000092252,1478815.83
Customer#000044123,1478800.00
Customer#000093416,1478770.50
Customer#000126128,1478739.25
Customer#000137231,1478731.12
Customer#000095681,1478711.04
Customer#000019616,1478640.49
Customer#000086069,1478620.65
Customer#000055565,1478558.61
Customer#000040268,1478474.45
Customer#000076826,1478472.29
Customer#000149032,1478462.69
Customer#000018296,1478462.02
Customer#000096698,1478431.45
Customer#000101597,1478362.11
Customer#000092540,1478353.56
Customer#000135503,1478336.23
Customer#000099728,1478303.32
Customer#000139895,1478302.51
Customer#000107318,1478254.85
Customer#000069710,1478234.24
Customer#000099413,1478223.60
Customer#000096611,1478143.98
Customer#000075038,1478133.40
Customer#000082121,1478122.38
Customer#000125456,1478114.13
Customer#000111497,1478093.59
Customer#000037535,1478077.29
Customer#000054104,1478045.81
Customer#000133172,1478039.49
Customer#000143360,1478007.19
Customer#000069749,1478003.82
Customer#000108599,1477981.79
Customer#000130442,1477975.25
Customer#000074324,1477969.32
Customer#000003008,1477925.58
Customer#000067628,1477894.93
Customer#000094748,1477881.73
Customer#000020369,1477851.96
Customer#000015650,1477850.11
Customer#000146993,1477810.78
Customer#000049256,1477800.51
Customer#000034058,1477766.13
Customer#000040805,1477732.58
Customer#000059804,1477650.57
Customer#000008306,1477625.39
Customer#000059732,1477606.46
Customer#000138986,1477600.33
Customer#000088904,1477530.36
Customer#000117686,1477492.13
Customer#000090937,1477441.93
Customer#000010562,1477368.57
Customer#000054197,1477358.86
Customer#000017588,1477305.54
Customer#000030950,1477222.87
Customer#000131462,1477181.21
Customer#000010364,1477179.11
Customer#000055064,1477161.68
Customer#000059486,1477131.52
Customer#000045152,1477119.62
Customer#000101570,1477080.62
Customer#000149161,1477075.92
Customer#000054938,1477046.74
Customer#000118889,1477032.60
Customer#000088306,1477004.59
Customer#000042065,1476970.85
Customer#000029747,1476969.72
Customer#000108299,1476949.24
Customer#000096764,1476855.12
Customer#000123590,1476849.21
Customer#000068852,1476808.12
Customer#000070997,1476806.03
Customer#000114161,1476754.23
Customer#000127466,1476727.23
Customer#000058439,1476677.75
Customer#000086732,1476664.13
Customer#000128276,1476558.61
Customer#000049583,1476535.62
Customer#000016661,1476520.69
Customer#000071087,1476520.18
Customer#000140906,1476515.90
Customer#000051065,1476491.67
Customer#000047297,1476423.86
Customer#000121136,1476421.09
Customer#000023054,1476418.52
Customer#000100477,1476392.66
Customer#000081428,1476389.21
Customer#000013706,1476366.81
Customer#000045590,1476339.20
Customer#000011948,1476303.64
Customer#000147857,1476284.73
Customer#000115307,1476197.33
Customer#000129449,1476178.34
Customer#000145379,1476176.05
Customer#000140108,1476176.00
Customer#000130301,1476079.81
Customer#000084953,1476077.10
Customer#000044510,1476059.50
Customer#000127271,1476035.30
Customer#000042170,1476014.99
Customer#000128903,1476003.91
Customer#000032401,1475955.09
Customer#000027713,1475929.24
Customer#000088535,1475928.10
Customer#000127829,1475923.81
Customer#000093068,1475886.04
Customer#000080036,1475868.27
Customer#000080003,1475820.66
Customer#000083180,1475804.77
Customer#000083810,1475803.65
Customer#000039911,1475790.83
Customer#000055340,1475730.25
Customer#000064223,1475719.84
Customer#000128183,1475568.22
Customer#000040762,1475545.84
Customer#000060689,1475541.76
Customer#000101861,1475480.45
Customer#000096470,1475474.06
Customer#000003191,1475465.55
Customer#000038507,1475439.41
Customer#000135971,1475425.48
Customer#000133559,1475410.50
Customer#000145628,1475323.18
Customer#000082808,1475322.91
Customer#000014084,1475318.02
Customer#000088220,1475313.42
Customer#000051962,1475288.14
Customer#000099080,1475264.83
Customer#000094385,1475258.36
Customer#000040898,1475245.84
Customer#000034133,1475203.05
Customer#000126896,1475181.89
Customer#000069164,1475147.11
Customer#000043283,1474989.05
Customer#000072812,1474932.77
Customer#000051019,1474914.12
Customer#000105695,1474873.39
Customer#000095330,1474860.81
Customer#000010445,1474854.43
Customer#000052013,1474834.41
Customer#000096140,1474783.26
Customer#000029237,1474775.10
Customer#000097532,1474770.35
Customer#000059381,1474751.60
Customer#000058169,1474725.95
Customer#000130037,1474703.68
Customer#000136448,1474688.46
Customer#000108581,1474687.08
Customer#000069155,1474682.37
Customer#000049235,1474669.46
Customer#000108707,1474642.75
Customer#000147200,1474617.12
Customer#000145112,1474607.09
Customer#000001643,1474592.60
Customer#000129197,1474585.27
Customer#000086246,1474584.11
Customer#000135101,1474549.68
Customer#000068582,1474530.68
Customer#000016109,1474530.55
Customer#000147281,1474520.47
Customer#000002219,1474508.67
Customer#000082262,1474477.97
Customer#000134576,1474430.15
Customer#000004505,1474373.53
Customer#000103055,1474325.23
Customer#000058297,1474263.06
Customer#000057515,1474261.90
Customer#000125867,1474230.64
Customer#000105566,1474225.30
Customer#000129379,1474140.00
Customer#000126137,1474134.57
Customer#000122453,1474109.90
Customer#000088115,1474108.97
Customer#000072962,1474088.94
Customer#000021299,1474087.27
Customer#000021137,1474076.43
Customer#000131459,1474042.40
Customer#000037787,1473931.34
Customer#000013838,1473887.93
Customer#000079007,1473886.16
Customer#000123581,1473880.52
Customer#000059657,1473854.82
Customer#000029522,1473835.68
Customer#000067099,1473818.20
Customer#000096437,1473773.49
Customer#000045143,1473771.46
Customer#000099629,1473756.88
Customer#000047303,1473722.37
Customer#000088967,1473707.01
Customer#000033815,1473701.40
Customer#000140822,1473700.55
Customer#000017273,1473678.68
Customer#000113477,1473649.59
Customer#000076667,1473581.02
Customer#000032642,1473570.40
Customer#000027041,1473555.51
Customer#000075350,1473551.31
Customer#000071351,1473538.54
Customer#000149495,1473517.62
Customer#000131798,1473516.94
Customer#000024494,1473473.56
Customer#000023309,1473426.88
Customer#000074873,1473411.37
Customer#000065204,1473399.24
Customer#000001745,1473363.87
Customer#000072478,1473363.23
Customer#000136778,1473247.17
Customer#000006329,1473230.06
Customer#000085040,1473167.84
Customer#000025258,1473046.88
Customer#000077506,1473038.17
Customer#000035669,1473037.99
Customer#000066209,1473020.37
Customer#000011270,1472996.48
Customer#000087716,1472972.95
Customer#000015689,1472888.45
Customer#000136151,1472885.13
Customer#000011456,1472863.63
Customer#000022667,1472858.49
Customer#000133616,1472835.31
Customer#000092411,1472818.82
Customer#000107237,1472812.20
Customer#000121718,1472792.54
Customer#000075434,1472760.41
Customer#000126143,1472726.65
Customer#000140159,1472725.45
Customer#000132008,1472672.31
Customer#000091148,1472644.60
Customer#000101204,1472563.84
Customer#000112682,1472522.51
Customer#000004466,1472515.12
Customer#000021200,1472512.25
Customer#000074714,1472446.99
Customer#000104705,1472446.13
Customer#000138728,1472403.08
Customer#000050303,1472378.48
Customer#000138161,1472352.95
Customer#000128831,1472349.19
Customer#000114218,1472283.72
Customer#000064703,1472268.94
Customer#000125638,1472239.63
Customer#000095780,1472171.95
Customer#000120550,1472164.62
Customer#000047123,1472159.22
Customer#000130268,1472135.84
Customer#000119786,1472131.01
Customer#000017228,1472109.34
Customer#000024671,1472070.49
Customer#000146342,1472006.54
Customer#000120038,1471917.46
Customer#000024266,1471899.68
Customer#000126170,1471865.00
Customer#000131480,1471864.58
Customer#000008927,1471828.09
Customer#000115040,1471809.82
Customer#000104432,1471787.96
Customer#000020098,1471765.60
Customer#000027839,1471762.73
Customer#000040859,1471761.47
Customer#000132740,1471748.99
Customer#000073358,1471674.07
Customer#000057938,1471668.44
Customer#000001820,1471664.34
Customer#000017852,1471663.44
Customer#000012932,1471643.09
Customer#000054149,1471633.32
Customer#000041135,1471625.90
Customer#000119693,1471600.21
Customer#000049130,1471566.99
Customer#000094088,1471555.45
Customer#000091424,1471549.06
Customer#000021569,1471539.50
Customer#000114791,1471534.98
Customer#000076619,1471512.32
Customer#000024437,1471477.09
Customer#000129788,1471416.22
Customer#000017633,1471391.06
Customer#000121655,1471229.72
Customer#000093053,1471225.56
Customer#000110597,1471150.61
Customer#000128981,1471136.14
Customer#000059876,1471113.10
Customer#000067232,1471102.52
Customer#000078293,1471018.74
Customer#000088265,1470949.12
Customer#000024752,1470939.97
Customer#000009677,1470933.16
Customer#000115007,1470924.14
Customer#000144113,1470841.43
Customer#000040874,1470830.39
Customer#000095354,1470808.52
Customer#000023183,1470790.64
Customer#000079508,1470788.96
Customer#000127499,1470764.34
Customer#000098747,1470742.72
Customer#000021688,1470719.84
Customer#000069911,1470719.08
Customer#000145244,1470662.52
Customer#000108881,1470647.51
Customer#000074927,1470592.61
Customer#000084332,1470563.55
Customer#000144176,1470532.24
Customer#000091508,1470480.44
Customer#000136877,1470470.57
Customer#000053600,1470433.01
Customer#000083354,1470358.16
Customer#000023660,1470357.44
Customer#000005284,1470344.47
Customer#000107036,1470328.74
Customer#000058538,1470307.54
Customer#000073454,1470289.16
Customer#000001310,1470257.70
Customer#000058456,1470243.79
Customer#000143099,1470194.67
Customer#000060494,1470184.40
Customer#000134444,1470130.38
Customer#000039029,1470086.37
Customer#000115577,1470042.87
Customer#000082634,1470028.43
Customer#000115067,1470026.33
Customer#000103583,1469939.05
Customer#000021923,1469928.96
Customer#000033698,1469926.85
Customer#000144104,1469893.49
Customer#000014480,1469892.95
Customer#000076271,1469871.71
Customer#000044678,1469871.49
Customer#000088301,1469862.40
Customer#000100271,1469856.10
Customer#000080411,1469829.38
Customer#000079136,1469806.13
Customer#000105893,1469772.35
Customer#000143984,1469761.31
Customer#000094178,1469552.96
Customer#000008219,1469527.12
Customer#000137234,1469515.43
Customer#000106796,1469511.59
Customer#000019859,1469510.55
Customer#000039263,1469453.19
Customer#000081575,1469447.63
Customer#000007571,1469427.68
Customer#000087665,1469414.41
Customer#000058511,1469411.01
Customer#000002807,1469389.61
Customer#000108470,1469387.63
Customer#000077273,1469324.79
Customer#000023081,1469296.52
Customer#000038312,1469281.51
Customer#000123068,1469280.87
Customer#000070661,1469259.91
Customer#000000164,1469234.23
Customer#000018968,1469180.40
Customer#000086033,1469163.80
Customer#000098960,1469131.25
Customer#000125261,1469122.43
Customer#000145022,1469110.49
Customer#000082616,1469109.87
Customer#000077825,1469086.36
Customer#000020459,1469041.47
Customer#000100511,1469033.39
Customer#000141455,1468985.56
Customer#000129728,1468985.39
Customer#000021149,1468947.42
Customer#000050809,1468897.67
Customer#000008984,1468896.52
Customer#000038549,1468865.06
Customer#000098255,1468860.09
Customer#000143474,1468820.98
Customer#000085427,1468807.89
Customer#000032003,1468804.97
Customer#000043727,1468780.87
Customer#000023639,1468738.98
Customer#000014249,1468738.59
Customer#000002333,1468730.25
Customer#000011621,1468699.00
Customer#000136328,1468616.40
Customer#000121997,1468585.52
Customer#000085411,1468516.08
Customer#000138707,1468491.05
Customer#000041906,1468440.96
Customer#000134636,1468436.46
Customer#000004898,1468413.86
Customer#000014549,1468403.79
Customer#000143804,1468366.49
Customer#000037151,1468363.38
Customer#000038666,1468272.34
Customer#000070478,1468267.14
Customer#000089075,1468265.16
Customer#000102686,1468209.04
Customer#000101519,1468165.57
Customer#000030242,1468118.99
Customer#000020912,1468096.17
Customer#000000881,1468029.40
Customer#000083918,1467993.57
Customer#000007424,1467973.70
Customer#000008420,1467925.26
Customer#000130814,1467864.01
Customer#000117857,1467824.71
Customer#000080276,1467817.33
Customer#000139787,1467759.87
Customer#000027983,1467730.78
Customer#000144404,1467717.20
Customer#000143600,1467672.01
Customer#000102767,1467641.53
Customer#000080357,1467632.28
Customer#000095462,1467619.52
Customer#000077225,1467604.85
Customer#000115163,1467591.27
Customer#000076436,1467582.41
Customer#000145469,1467581.16
Customer#000000445,1467579.65
Customer#000006821,1467534.37
Customer#000078218,1467507.45
Customer#000096956,1467492.19
Customer#000051467,1467491.55
Customer#000115451,1467434.73
Customer#000036476,1467429.94
Customer#000067343,1467418.21
Customer#000020801,1467399.20
Customer#000146507,1467380.22
Customer#000115726,1467366.32
Customer#000006827,1467318.92
Customer#000012944,1467279.46
Customer#000091582,1467175.10
Customer#000044701,1467165.75
Customer#000130160,1467085.67
Customer#000061580,1466946.95
Customer#000003152,1466897.14
Customer#000061745,1466799.96
Customer#000084461,1466799.09
Customer#000041723,1466786.17
Customer#000107522,1466778.62
Customer#000037403,1466761.29
Customer#000031913,1466758.41
Customer#000120563,1466723.75
Customer#000028961,1466700.96
Customer#000119363,1466681.09
Customer#000097064,1466672.43
Customer#000036113,1466601.25
Customer#000136163,1466593.31
Customer#000072251,1466592.74
Customer#000094070,1466502.44
Customer#000124541,1466473.65
Customer#000149318,1466462.07
Customer#000091718,1466452.71
Customer#000139481,1466440.89
Customer#000138128,1466440.75
Customer#000081641,1466411.26
Customer#000122258,1466353.19
Customer#000032630,1466351.17
Customer#000038987,1466319.95
Customer#000112907,1466272.63
Customer#000126659,1466234.19
Customer#000050285,1466161.34
Customer#000070307,1466156.01
Customer#000048323,1466134.57
Customer#000142309,1466121.08
Customer#000114334,1466052.66
Customer#000086095,1466010.60
Customer#000000215,1466004.17
Customer#000038726,1466004.09
Customer#000070577,1465979.42
Customer#000136292,1465966.71
Customer#000082705,1465964.75
Customer#000135997,1465960.49
Customer#000058775,1465934.21
Customer#000024041,1465920.99
Customer#000135266,1465908.54
Customer#000055513,1465847.96
Customer#000089342,1465841.54
Customer#000123719,1465839.18
Customer#000017114,1465799.62
Customer#000146306,1465782.82
Customer#000051245,1465771.18
Customer#000030683,1465756.17
Customer#000076943,1465752.76
Customer#000146032,1465696.87
Customer#000004631,1465654.07
Customer#000049120,1465618.75
Customer#000045905,1465605.91
Customer#000133682,1465604.05
Customer#000013025,1465579.42
Customer#000088157,1465563.83
Customer#000015482,1465443.34
Customer#000081713,1465430.20
Customer#000131645,1465429.22
Customer#000050723,1465405.85
Customer#000103352,1465399.46
Customer#000085988,1465382.97
Customer#000026465,1465367.09
Customer#000039092,1465356.94
